id,context,prompt,speaker_utterance,listener_utterance,exchange_number,s_word_len,l_word_len,empathy,,
hit:12346_conv:24693,nostalgic,I enjoy working on and driving my old truck.,I have an old truck that when I drive it brings back memories from the past.,What kind of memories,1,16,4,2,,
hit:12346_conv:24693,nostalgic,I enjoy working on and driving my old truck.,Of good times_comma_ my teenage years_comma_ old friends.,Those were good years for sure,2,8,6,2,,
hit:3990_conv:7981,furious,someone his my car in a parking lot,I got back from vacation last week and found a huge dent in my car. ,That is awful_comma_ did the person who hit it leave a note or a call back number? ,1,15,17,2,,
hit:3990_conv:7981,furious,someone his my car in a parking lot,No. They just hit it and left the airport parking lot. I am pretty incensed.,You should ask the airport people if they have any security footage of the parking lot_comma_ maybe they can track down the car.,2,15,23,2,,
hit:3990_conv:7981,furious,someone his my car in a parking lot,I got back from vacation last week and found a huge dent in my car. ,That is awful_comma_ did the person who hit it leave a note or a call back number? ,1,15,17,2,,
hit:3990_conv:7981,furious,someone his my car in a parking lot,No. They just hit it and left the airport parking lot. I am pretty incensed.,You should ask the airport people if they have any security footage of the parking lot_comma_ maybe they can track down the car.,2,15,23,2,,
hit:11684_conv:23368,trusting,I trusted my father with my car this weekend. He took really good care of it.,I trusted my father with my car this weekend.,Is he trustworthy>,1,9,3,2,,
hit:11684_conv:23368,trusting,I trusted my father with my car this weekend. He took really good care of it.,Yeah_comma_ not usually_comma_ but he took really good care of it!,That is good! What kind of car?,2,11,7,2,,
hit:11684_conv:23368,trusting,I trusted my father with my car this weekend. He took really good care of it.,I trusted my father with my car this weekend.,Is he trustworthy>,1,9,3,2,,
hit:11684_conv:23368,trusting,I trusted my father with my car this weekend. He took really good care of it.,Yeah_comma_ not usually_comma_ but he took really good care of it!,That is good! What kind of car?,2,11,7,2,,
hit:2523_conv:5047,lonely,My kids went on vacation with my parents for the week. I feel so lost and bored without them here.,My kids went on vacation with my parents for the week.,Where did they go?,1,11,4,2,,
hit:2523_conv:5047,lonely,My kids went on vacation with my parents for the week. I feel so lost and bored without them here.,They went to Mystic_comma_ CT. I feel so lost and bored without them here.,What did you do while they are gone?,2,14,8,2,,
hit:2523_conv:5047,lonely,My kids went on vacation with my parents for the week. I feel so lost and bored without them here.,My kids went on vacation with my parents for the week.,Where did they go?,1,11,4,2,,
hit:2523_conv:5047,lonely,My kids went on vacation with my parents for the week. I feel so lost and bored without them here.,They went to Mystic_comma_ CT. I feel so lost and bored without them here.,What did you do while they are gone?,2,14,8,2,,
hit:7065_conv:14131,disgusted,I had a friend's boyfriend that hit on me_comma_ even though I am also married_comma_ and he was with my good friend for 5 years! He makes me sick!,I have a very good friend and her live-in boyfriend of 5 years hit on me! I am married_comma_ and he did not care. He sickens me!,yikes that is pretty horrible,1,27,5,3,,
hit:7065_conv:14131,disgusted,I had a friend's boyfriend that hit on me_comma_ even though I am also married_comma_ and he was with my good friend for 5 years! He makes me sick!,Yes_comma_ I was really surprised and I find it terrible behavior.,just seems so inappropriate and disgusting,2,11,6,3,,
hit:7065_conv:14131,disgusted,I had a friend's boyfriend that hit on me_comma_ even though I am also married_comma_ and he was with my good friend for 5 years! He makes me sick!,I have a very good friend and her live-in boyfriend of 5 years hit on me! I am married_comma_ and he did not care. He sickens me!,yikes that is pretty horrible,1,27,5,3,,
hit:7065_conv:14131,disgusted,I had a friend's boyfriend that hit on me_comma_ even though I am also married_comma_ and he was with my good friend for 5 years! He makes me sick!,Yes_comma_ I was really surprised and I find it terrible behavior.,just seems so inappropriate and disgusting,2,11,6,3,,
hit:6893_conv:13787,disappointed,I worked all day and came home to the whole house a wreck.  My husband had the whole month off and he didn't clean one bit of the house or make dinner.  ,I worked all day and came home to the whole house a wreck. My husband had the whole month off and he did not clean one bit of the house or make dinner.,I would be disappointed in him if I were you.  He sounds like a real low life.  Maybe you should kick that bum to the curb.,1,33,26,1,,
hit:6893_conv:13787,disappointed,I worked all day and came home to the whole house a wreck.  My husband had the whole month off and he didn't clean one bit of the house or make dinner.  ,Ha ha_comma_ I would never go that far because he goes grocery shopping for me and is so great with the kids_comma_ but yeah_comma_ it was kind of a downer. Guess its true that men have to be told what to do...do you agree?,I don't_comma_ if it were up to me we would all be artificially inseminated and men would be kept like livestock.,2,44,21,1,,
hit:6893_conv:13787,disappointed,I worked all day and came home to the whole house a wreck.  My husband had the whole month off and he didn't clean one bit of the house or make dinner.  ,I worked all day and came home to the whole house a wreck. My husband had the whole month off and he did not clean one bit of the house or make dinner.,I would be disappointed in him if I were you.  He sounds like a real low life.  Maybe you should kick that bum to the curb.,1,33,26,1,,
hit:6893_conv:13787,disappointed,I worked all day and came home to the whole house a wreck.  My husband had the whole month off and he didn't clean one bit of the house or make dinner.  ,Ha ha_comma_ I would never go that far because he goes grocery shopping for me and is so great with the kids_comma_ but yeah_comma_ it was kind of a downer. Guess its true that men have to be told what to do...do you agree?,I don't_comma_ if it were up to me we would all be artificially inseminated and men would be kept like livestock.,2,44,21,1,,
hit:9662_conv:19325,angry,my friend stole my laptop as a prank and gave it back by the end of the day,oh god today! my friend stole my laptop as a prank and gave it back to me late at night ,Wow! That is a horrible prank! I would be crying! What did you do when your friend gave it back?,1,20,20,2,,
hit:9662_conv:19325,angry,my friend stole my laptop as a prank and gave it back by the end of the day,i punched him_comma_ i was so mad and furious ,I would have been really mad as well!  Hopefully he learned not to pull that kind of prank on you again!,2,9,21,2,,
hit:9662_conv:19325,angry,my friend stole my laptop as a prank and gave it back by the end of the day,oh god today! my friend stole my laptop as a prank and gave it back to me late at night ,Wow! That is a horrible prank! I would be crying! What did you do when your friend gave it back?,1,20,20,2,,
hit:9662_conv:19325,angry,my friend stole my laptop as a prank and gave it back by the end of the day,i punched him_comma_ i was so mad and furious ,I would have been really mad as well!  Hopefully he learned not to pull that kind of prank on you again!,2,9,21,2,,
hit:10673_conv:21346,annoyed,My brother keeps not washing the dishes!,My brother keeps not washing the dishes!,Oh no_comma_ have you talked to him about it? ,1,7,9,2,,
hit:10673_conv:21346,annoyed,My brother keeps not washing the dishes!,Yes! He is such a manchild! He does not care about cleanliness!,Aww man_comma_ that sucks_comma_ I am guessing that you end up having to do all the dirty work because he has been slacking off. ,2,12,24,2,,
hit:10673_conv:21346,annoyed,My brother keeps not washing the dishes!,My brother keeps not washing the dishes!,Oh no_comma_ have you talked to him about it? ,1,7,9,2,,
hit:10673_conv:21346,annoyed,My brother keeps not washing the dishes!,Yes! He is such a manchild! He does not care about cleanliness!,Aww man_comma_ that sucks_comma_ I am guessing that you end up having to do all the dirty work because he has been slacking off. ,2,12,24,2,,
hit:5966_conv:11932,caring,My daughter was sick. I love her_comma_ so I took care of her.,My daughter has been sick and I have been taking care of her.,Im sorry to hear that. How long has she been sick?,1,13,11,3,,
hit:5966_conv:11932,caring,My daughter was sick. I love her_comma_ so I took care of her.,Not long_comma_ but I love her so much. That is what parents do!,Absolutely! I would do anything for my kids too.,2,13,9,3,,
hit:5966_conv:11932,caring,My daughter was sick. I love her_comma_ so I took care of her.,My daughter has been sick and I have been taking care of her.,Im sorry to hear that. How long has she been sick?,1,13,11,3,,
hit:5966_conv:11932,caring,My daughter was sick. I love her_comma_ so I took care of her.,Not long_comma_ but I love her so much. That is what parents do!,Absolutely! I would do anything for my kids too.,2,13,9,3,,
